,Unnamed: 0,name,Daily,%YD,%LW,Theaters,Avg,To Date,Days,Distributor
233,233, 'The Expendables',"$1,651,010 ",116%,-39.30%,"3,398",$485 ,"$87,218,780 ",22,Lionsgate\n\n
234,234, 'The Other Guys',"$1,362,365 ",156.40%,-28.90%,"2,607",$522 ,"$102,828,576 ",29,Sony Pictures Releasing\n\n
235,235, 'Eat Pray Love',"$1,335,425 ",58%,-37.80%,"2,663",$501 ,"$65,439,459 ",22,Sony Pictures Releasing\n\n
236,236, 'Inception',"$1,157,787 ",140.50%,-19.40%,"1,704",$679 ,"$273,731,041 ",50,Warner Bros.\n\n
237,237, 'Nanny McPhee Returns',"$880,085 ",109.70%,-33.80%,"2,708",$324 ,"$19,746,060 ",15,Universal Pictures\n\n
238,238, 'The Switch',"$851,645 ",91.90%,-41.70%,"1,885",$451 ,"$19,226,785 ",15,Miramax\n\n
239,239, 'Vampires Suck',"$820,126 ",170.40%,-51%,"2,434",$336 ,"$30,118,783 ",17,Twentieth Century Fox\n\n
240,240, 'Despicable Me',"$671,885 ",164.90%,-10.60%,"1,600",$419 ,"$238,122,835 ",57,Universal Pictures\n\n
241,241, 'Piranha 3D',"$611,903 ",52.60%,-52%,"1,789",$342 ,"$20,707,710 ",15,-
242,242, 'Avatar2010 Special Edition',"$563,726 ",74.20%,-54.30%,812,$694 ,"$6,083,626 ",8,Twentieth Century Fox\n\n
243,243, 'Lottery Ticket',"$515,366 ",131.50%,-54.10%,"1,310",$393 ,"$18,873,063 ",15,Warner Bros.\n\n
244,244, 'Toy Story 3',"$419,694 ",264.90%,57.30%,"1,520",$276 ,"$406,575,067 ",78,Walt Disney Studios Motion Pictures\n\n
245,245, 'Scott Pilgrim vs. the World',"$419,640 ",74%,-45.90%,807,$520 ,"$27,701,550 ",22,Universal Pictures\n\n
246,246, 'Salt',"$317,769 ",105.80%,-44.70%,705,$450 ,"$114,278,766 ",43,Sony Pictures Releasing\n\n
247,247, 'Dinner for Schmucks',"$262,150 ",76.60%,-52.60%,804,$326 ,"$70,153,663 ",36,DreamWorks\n\n
248,248, 'Step Up 3D',"$189,366 ",47.80%,-49.10%,434,$436 ,"$40,478,278 ",29,Walt Disney Studios Motion Pictures\n\n
249,249, 'Grown Ups',"$139,396 ",-,70.30%,383,$363 ,"$159,584,206 ",71,Sony Pictures Releasing\n\n
250,250, 'The Twilight Saga: Eclipse',"$113,557 ",115.80%,-23.60%,396,$286 ,"$298,366,778 ",66,Summit Entertainment\n\n
251,251, 'Cats & Dogs: The Revenge of Kitty Galore',"$107,115 ",71.60%,-31.40%,455,$235 ,"$41,673,311 ",36,Warner Bros.\n\n
252,252, 'The Kids Are All Right',"$101,303 ",74.30%,-28.30%,239,$423 ,"$19,498,525 ",57,Focus Features\n\n
253,253, 'The Last Airbender',"$74,963 ",133.30%,-34.10%,257,$291 ,"$130,811,894 ",65,Paramount Pictures\n\n
254,254, 'We Are Family',"$72,150 ",-,-,78,$925 ,"$72,150 ",1,UTV Motion Pictures\n\n
255,255, 'Ramona and Beezus',"$63,171 ",126.90%,-27.10%,305,$207 ,"$25,002,572 ",43,Twentieth Century Fox\n\n
256,256, 'Hubble 3D',"$54,115 ",31%,-16.70%,123,$439 ,"$14,777,171 ",169,Warner Bros.\n\n
257,257, 'The Karate Kid',"$53,496 ",-,-18.50%,227,$235 ,"$176,045,529 ",85,Sony Pictures Releasing\n\n
258,258, 'Charlie St. Cloud',"$38,485 ",185%,-42.30%,220,$174 ,"$30,850,275 ",36,Universal Pictures\n\n
259,259, 'Shrek Forever After',"$38,228 ",134.20%,-22.10%,179,$213 ,"$238,161,913 ",106,DreamWorks\n\n
260,260, 'Knight and Day2010 Re-release',"$35,886 ",96.50%,-39.40%,142,$252 ,"$76,103,475 ",73,Twentieth Century Fox\n\n
261,261, 'The Tillman Story',"$34,176 ",874.50%,266.30%,24,"$1,424 ","$158,256 ",15,The Weinstein Company\n\n
262,262," ""Winter's Bone""",", ",", ",", ",", ",", ",", ",", ",", "
263,263, 'Predators',"$20,574 ",54.10%,-55.10%,111,$185 ,"$51,695,582 ",57,Twentieth Century Fox\n\n
265,265, 'Flipped',"$12,737 ",107.20%,-37.60%,28,$454 ,"$712,878 ",29,Warner Bros.\n\n
266,266, 'The A-Team',"$9,983 ",63.40%,-53.60%,54,$184 ,"$77,130,402 ",85,Twentieth Century Fox\n\n
267,267, 'The Concert',"$9,880 ",55%,-25%,20,$494 ,"$404,126 ",36,The Weinstein Company\n\n
268,268, 'Marmaduke',"$6,177 ",48.80%,-29.50%,45,$137 ,"$33,589,459 ",92,Twentieth Century Fox\n\n
269,269, 'Peepli (Live)',"$6,173 ",114.30%,-62.10%,26,$237 ,"$724,607 ",22,UTV Motion Pictures\n\n
270,270, 'Cyrus',"$4,447 ",123%,-8.70%,26,$171 ,"$7,368,031 ",78,Fox Searchlight Pictures\n\n
271,271, 'Solitary Man',"$2,475 ",10.40%,-43.60%,24,$103 ,"$4,329,621 ",106,Anchor Bay Films\n\n
272,272, 'White Wedding2010 Re-release',"$2,384 ",-,-,4,$596 ,"$2,384 ",1,Dada Films\n\n
273,273, 'The Disappearance of Alice Creed',"$2,226 ",91.10%,-38.90%,6,$371 ,"$137,758 ",29,Anchor Bay Films\n\n
274,274, 'La soga',"$1,961 ",46.60%,-53.40%,5,$392 ,"$152,653 ",22,7-57 Releasing\n\n
275,275," ""The People I've Slept With""",", ",", ",", ",", ",", ",", ",", ",", "
276,276, 'Princess Kaiulani',$876 ,321.20%,173.80%,3,$292 ,"$873,785 ",113,Roadside Attractions\n\n
278,278, 'Alice in Wonderland',"$2,574,066 ",8.30%,-49.80%,"3,739",$688 ,"$275,827,077 ",21,Walt Disney Studios Motion Pictures\n\n
279,279, 'The Bounty Hunter',"$1,407,210 ",9.60%,-,"3,074",$457 ,"$26,411,702 ",7,Sony Pictures Releasing\n\n
280,280, 'Diary of a Wimpy Kid',"$893,675 ",12.20%,-,"3,077",$290 ,"$25,776,429 ",7,Twentieth Century Fox\n\n
281,281," ""She's Out of My League""",", ",", ",", ",", ",", ",", ",", ",", "
282,282, 'Green Zone',"$511,505 ",-2.70%,-47.60%,"3,004",$170 ,"$27,090,525 ",14,Universal Pictures\n\n
283,283, 'Repo Men',"$478,990 ",-2.60%,-,"2,521",$190 ,"$8,294,215 ",7,Universal Pictures\n\n
286,286, 'Remember Me',"$307,067 ",12.70%,-52.10%,"2,215",$138 ,"$15,101,142 ",14,Summit Entertainment\n\n
287,287, 'Our Family Wedding',"$242,061 ",7.60%,-53.30%,"1,609",$150 ,"$14,585,923 ",14,Fox Searchlight Pictures\n\n
289,289," ""Brooklyn's Finest""",", ",", ",", ",", ",", ",", ",", ",", "
296,296, 'The Runaways',"$78,728 ",3.10%,-,244,$322 ,"$1,125,452 ",7,Apparition\n\n
302,302, 'Greenberg',"$14,387 ",-4.20%,-,3,"$4,795 ","$178,988 ",7,Focus Features\n\n
312,312, 'City Island',"$2,970 ",-5%,-,2,"$1,485 ","$43,673 ",7,Anchor Bay Films\n\n
321,321, 'What Lies Beneath',"$3,962,639 ",-3.10%,-,"2,813","$1,408 ","$46,488,736 ",7,DreamWorks Distribution\n\n
322,322, 'X-Men',"$2,518,720 ",-0.20%,-41.90%,"3,112",$809 ,"$110,256,054 ",14,Twentieth Century Fox\n\n
323,323, 'Scary Movie',"$1,571,119 ",-6.50%,-41.20%,"3,301",$475 ,"$123,672,629 ",21,Miramax\n\n
324,324, 'Pokémon the Movie 2000',"$1,560,071 ",-9.40%,-,"2,752",$566 ,"$26,854,325 ",7,Warner Bros.\n\n
325,325, 'The Perfect Storm',"$1,302,632 ",-0.70%,-18.30%,"3,203",$406 ,"$150,536,242 ",28,Warner Bros.\n\n
326,326, 'The Kid',"$1,274,226 ",5.60%,-3.40%,"2,343",$543 ,"$46,845,980 ",21,Walt Disney Studios Motion Pictures\n\n
327,327, 'Thomas and the Magic Railroad',"$957,258 ",-31.90%,-,"2,054",$466 ,"$2,362,801 ",2,Destination Films\n\n
328,328, 'The Patriot',"$827,451 ",-0.50%,-18%,"2,751",$300 ,"$96,763,616 ",30,Sony Pictures Releasing\n\n
329,329, 'Loser',"$716,166 ",-9%,-,"2,016",$355 ,"$9,338,682 ",7,Sony Pictures Releasing\n\n
330,330, 'Me,"$333,578 ",-6.50%,-47.80%,"2,450",$136 ,"$84,437,432 ",35,Twentieth Century Fox\n\n
331,331," ""Big Momma's House""",", ",", ",", ",", ",", ",", ",", ",", "
332,332, 'Gone in 60 Seconds',"$161,991 ",1.70%,-50.60%,"1,042",$155 ,"$94,234,580 ",49,Walt Disney Studios Motion Pictures\n\n
333,333, 'Gladiator',"$151,682 ",3%,-27.60%,747,$203 ,"$179,091,107 ",84,DreamWorks Distribution\n\n
334,334, 'Mission: Impossible II',"$131,905 ",1.20%,-33.30%,"1,025",$128 ,"$210,433,160 ",65,Paramount Pictures\n\n
335,335, 'The Adventures of Rocky & Bullwinkle',"$124,375 ",-7.40%,-57.30%,"1,202",$103 ,"$22,938,625 ",28,Universal Pictures\n\n
336,336, 'The Flintstones in Viva Rock Vegas',"$30,615 ",5.40%,-12.50%,306,$100 ,"$34,791,590 ",91,Universal Pictures\n\n
337,337, 'U-571',"$29,635 ",-0.30%,12.10%,330,$89 ,"$76,491,805 ",98,Universal Pictures\n\n
338,338, 'Road Trip',"$18,396 ",1.80%,-46.20%,211,$87 ,"$67,057,430 ",70,DreamWorks Distribution\n\n
340,340, 'Small Time Crooks',"$12,349 ",6.10%,-11.90%,101,$122 ,"$16,950,427 ",70,DreamWorks Distribution\n\n
360,360, 'Body Shots',"$32,342 ",-3.30%,-,309,$104 ,"$554,119 ",5,New Line Cinema\n\n
370,370, 'Get Him to the Greek',"$974,025 ",-32%,-50.20%,"2,702",$360 ,"$41,739,465 ",14,Universal Pictures\n\n
371,371, 'Killers',"$889,983 ",-13.70%,-41%,"2,859",$311 ,"$34,266,656 ",14,Lionsgate\n\n
372,372, 'Sex and the City 2',"$733,271 ",-10.40%,-49.90%,"2,750",$266 ,"$87,759,076 ",22,Warner Bros.\n\n
373,373, 'Prince of Persia: The Sands of Time',"$689,915 ",-9.20%,-52.80%,"3,108",$221 ,"$75,234,110 ",21,Walt Disney Studios Motion Pictures\n\n
375,375, 'Iron Man 2',"$469,577 ",-12.50%,-45%,"2,305",$203 ,"$301,338,077 ",42,Paramount Pictures\n\n
376,376, 'Splice2010 Re-release',"$306,782 ",-18.30%,-49.20%,"2,450",$125 ,"$14,637,018 ",14,Warner Bros.\n\n
377,377, 'Robin Hood',"$265,505 ",-14.80%,-54.60%,"1,895",$140 ,"$100,656,790 ",35,Universal Pictures\n\n
378,378, 'Letters to Juliet',"$254,467 ",-3.70%,-44.60%,"1,331",$191 ,"$47,800,979 ",35,Summit Entertainment\n\n
380,380, 'Date Night',"$57,618 ",-10.80%,-34.80%,430,$133 ,"$96,522,353 ",70,Twentieth Century Fox\n\n
381,381, 'How to Train Your Dragon',"$42,009 ",-3.40%,-20.60%,281,$149 ,"$214,597,215 ",84,DreamWorks\n\n
382,382, 'Clash of the Titans',"$41,176 ",-8.90%,143.40%,333,$123 ,"$162,136,264 ",77,Warner Bros.\n\n
383,383, 'Babies',"$32,943 ",-14.10%,-23.90%,146,$225 ,"$6,990,191 ",42,Focus Features\n\n
384,384, 'Furry Vengeance',"$31,901 ",-3.70%,291.80%,268,$119 ,"$16,948,716 ",49,Summit Entertainment\n\n
385,385, 'Just Wright',"$26,529 ",-18.30%,-58.80%,279,$95 ,"$20,917,880 ",35,Fox Searchlight Pictures\n\n
390,390, 'Kick-Ass',"$17,877 ",-21%,75.20%,178,$100 ,"$47,874,131 ",63,Lionsgate\n\n
392,392, 'Raajneeti',"$13,222 ",-36.70%,-55.10%,124,$106 ,"$1,360,412 ",14,UTV Motion Pictures\n\n
393,393, 'The Back-up Plan',"$9,894 ",-9.70%,-11.90%,112,$88 ,"$36,957,315 ",56,CBS Films\n\n
394,394, 'The Losers',"$7,970 ",-9.10%,-55.40%,127,$62 ,"$23,560,322 ",56,Warner Bros.\n\n
396,396, 'A Nightmare on Elm Street',"$7,468 ",-18.10%,-65.40%,125,$59 ,"$62,613,332 ",49,Warner Bros.\n\n
400,400, 'The Secret of Kells',"$1,983 ",-27.50%,-27.70%,18,$110 ,"$609,234 ",105,GKIDS\n\n
401,401, 'The Joneses',"$1,830 ",146.30%,2246.20%,10,$183 ,"$1,446,476 ",63,Roadside Attractions\n\n
402,402, 'Kites',"$1,139 ",-30.10%,-76.30%,23,$49 ,"$1,641,341 ",28,Reliance Big Pictures\n\n
403,403, 'The Square2010 Re-release',"$1,099 ",-31%,-31.60%,17,$64 ,"$334,649 ",70,Apparition\n\n
404,404, 'The Full Picture',$571 ,332.60%,-,1,$571 ,"$2,264 ",7,
405,405," ""Gangster's Paradise: Jerusalema2010 Re-release""",", ",", ",", ",", ",", ",", ",", ",", "
406,406, 'Breath Made Visible: Anna Halprin',$303 ,76.20%,-39.50%,1,$303 ,"$48,340 ",77,Argot Pictures\n\n
407,407, 'Racing Dreams',$245 ,-35%,-27.10%,2,$122 ,"$41,195 ",28,Hannover House\n\n
408,408, 'Letters to God',$66 ,-,-76.80%,3,$22 ,"$2,847,214 ",70,Vivendi Entertainment\n\n
410,410," ""Charlie's Angels""",", ",", ",", ",", ",", ",", ",", ",", "
411,411, 'Meet the Parents',"$525,915 ",2.60%,-44.60%,"2,697",$195 ,"$132,145,800 ",42,Universal Pictures\n\n
412,412, 'The Legend of Bagger Vance',"$359,320 ",-0.30%,-56.30%,"2,162",$166 ,"$22,402,753 ",14,DreamWorks Distribution\n\n
413,413, 'Remember the Titans',"$251,126 ",8.60%,-56.10%,"2,641",$95 ,"$104,751,930 ",49,Walt Disney Studios Motion Pictures\n\n
414,414, 'The Contender',"$40,642 ",5.40%,-60.80%,653,$62 ,"$17,224,346 ",35,DreamWorks Distribution\n\n
415,415, 'Bring It On',"$9,775 ",16%,-48.10%,281,$34 ,"$67,296,695 ",84,Universal Pictures\n\n
416,416, 'Nutty Professor II: The Klumps',"$8,645 ",-0.20%,-33.80%,215,$40 ,"$122,899,185 ",112,Universal Pictures\n\n
419,419, 'The Green Hornet',"$8,663,370 ",72.30%,-31.50%,"3,584","$2,417 ","$59,033,561 ",9,Sony Pictures Releasing\n\n
420,420, 'No Strings Attached',"$8,222,236 ",12.80%,-,"3,018","$2,724 ","$15,511,845 ",2,Paramount Pictures\n\n
421,421, 'The Dilemma',"$4,473,665 ",49%,-34%,"2,943","$1,520 ","$31,112,860 ",9,Universal Pictures\n\n
422,422," ""The King's Speech""",", ",", ",", ",", ",", ",", ",", ",", "
423,423, 'True Grit',"$3,859,283 ",82.60%,-16.20%,"3,464","$1,114 ","$136,606,206 ",32,Paramount Pictures\n\n
424,424, 'Black Swan',"$2,758,228 ",56.10%,-15.70%,"2,407","$1,145 ","$81,905,671 ",51,Fox Searchlight Pictures\n\n
425,425, 'Little Fockers',"$2,234,250 ",80.70%,-26.40%,"2,979",$750 ,"$140,262,150 ",32,Universal Pictures\n\n
426,426, 'The Fighter',"$2,182,197 ",77.90%,2.60%,"2,275",$959 ,"$71,925,140 ",44,Paramount Pictures\n\n
427,427, 'Yogi Bear',"$1,982,050 ",167.10%,-19.30%,"2,510",$789 ,"$87,554,368 ",37,Warner Bros.\n\n
428,428, 'TRON: Legacy',"$1,829,179 ",96.50%,-24.10%,"2,018",$906 ,"$162,319,732 ",37,Walt Disney Studios Motion Pictures\n\n
429,429, 'Tangled',"$1,563,802 ",140.50%,-11.60%,"1,860",$840 ,"$185,488,577 ",60,Walt Disney Studios Motion Pictures\n\n
430,430, 'Season of the Witch',"$1,104,078 ",72.90%,-41.10%,"2,307",$478 ,"$21,634,612 ",16,Relativity Media\n\n
431,431, 'Country Strong',"$1,004,235 ",59.40%,-32.40%,"1,441",$696 ,"$16,396,692 ",32,Screen Gems\n\n
432,432, 'The Chronicles of Narnia: The Voyage of the Dawn Treader',"$679,656 ",117.50%,-31.90%,"1,135",$598 ,"$100,258,594 ",44,Twentieth Century Fox\n\n
433,433," ""Gulliver's Travels""",", ",", ",", ",", ",", ",", ",", ",", "
434,434, 'The Way Back',"$574,705 ",47.50%,-,678,$847 ,"$964,243 ",2,Newmarket Films\n\n
435,435, 'Harry Potter and the Deathly Hallows: Part 1',"$448,222 ",93.50%,-22.80%,725,$618 ,"$291,122,346 ",65,Warner Bros.\n\n
436,436, 'The Tourist',"$435,515 ",58.80%,-37.80%,875,$497 ,"$65,722,725 ",44,Sony Pictures Releasing\n\n
437,437, 'Blue Valentine',"$401,626 ",57.10%,-29.90%,242,"$1,659 ","$4,239,424 ",25,The Weinstein Company\n\n
438,438, 'The Company Men',"$338,786 ",98.60%,-,106,"$3,196 ","$552,501 ",2,The Weinstein Company\n\n
439,439, 'Megamind',"$286,692 ",114.10%,-2.70%,320,$895 ,"$146,190,246 ",79,DreamWorks\n\n
440,440, 'The Social Network',"$228,232 ",77.70%,49.30%,385,$592 ,"$95,321,091 ",114,Sony Pictures Releasing\n\n
441,441, 'Dhobi Ghat',"$164,445 ",31.30%,-,78,"$2,108 ","$289,665 ",2,UTV Motion Pictures\n\n
442,442, 'The Heart Specialist',"$136,848 ",85.60%,-29.90%,293,$467 ,"$881,725 ",9,Freestyle Releasing\n\n
443,443, 'Unstoppable',"$112,663 ",68.20%,13.70%,278,$405 ,"$80,684,021 ",72,Twentieth Century Fox\n\n
444,444, 'Due Date',"$111,321 ",51.70%,-10%,275,$404 ,"$100,395,407 ",79,Warner Bros.\n\n
445,445, 'Somewhere',"$97,718 ",85.80%,-10%,83,"$1,177 ","$1,253,801 ",32,Focus Features\n\n
446,446, 'Burlesque',"$96,723 ",56.10%,-7.70%,296,$326 ,"$38,973,475 ",60,Screen Gems\n\n
447,447, 'Rabbit Hole',"$83,405 ",75.10%,-29.60%,101,$825 ,"$1,221,496 ",37,Lionsgate\n\n
448,448, '127 Hours',"$56,998 ",72.10%,-16.50%,69,$826 ,"$11,268,365 ",79,Fox Searchlight Pictures\n\n
450,450, 'How Do You Know',"$53,043 ",32.80%,-67.30%,261,$203 ,"$30,191,119 ",37,Sony Pictures Releasing\n\n
451,451, 'RED',"$51,448 ",63.20%,-10.30%,153,$336 ,"$90,217,892 ",100,Summit Entertainment\n\n
452,452, 'Love & Other Drugs',"$45,049 ",46.60%,-28%,146,$308 ,"$32,132,739 ",60,Twentieth Century Fox\n\n
453,453, 'I Love You Phillip Morris2010 Re-release',"$36,871 ",65.80%,-32.90%,75,$491 ,"$1,781,847 ",51,Roadside Attractions\n\n
454,454, 'Faster',"$28,460 ",83%,82.40%,106,$268 ,"$23,064,183 ",60,CBS Films\n\n
455,455, 'Life as We Know It',"$23,682 ",58.10%,-34.70%,86,$275 ,"$53,348,070 ",107,Warner Bros.\n\n
456,456, 'Fair Game',"$16,046 ",39.70%,-14.80%,72,$222 ,"$9,369,139 ",79,Summit Entertainment\n\n
457,457, 'No One Killed Jessica',"$14,092 ",90.80%,-65.50%,28,$503 ,"$421,503 ",16,UTV Motion Pictures\n\n
458,458, 'Down for Life',"$3,964 ",66.80%,-54.50%,5,$792 ,"$37,114 ",9,-
459,459," ""The Warrior's Way""",", ",", ",", ",", ",", ",", ",", ",", "
460,460, 'Summer Wars',"$2,984 ",113.80%,12.70%,6,$497 ,"$61,419 ",30,GKIDS\n\n
462,462, 'Nostalgia for the Light',"$1,217 ",50.80%,-41.10%,1,"$1,217 ","$12,414 ",10,Icarus Films\n\n
463,463, 'Every Day',$774 ,203.50%,-78%,2,$387 ,"$15,156 ",9,Image Entertainment\n\n
465,465, 'Justin Bieber: Never Say Never',"$12,364,386 ",-,-,"3,105","$3,982 ","$13,106,933 ",1,Paramount Pictures\n\n
466,466, 'Just Go with It',"$9,459,694 ",-,-,"3,548","$2,666 ","$9,459,694 ",1,Sony Pictures Releasing\n\n
467,467, 'Gnomeo & Juliet',"$6,162,544 ",-,-,"2,994","$2,058 ","$6,162,544 ",1,Walt Disney Studios Motion Pictures\n\n
468,468, 'The Eagle',"$2,812,574 ",-,-,"2,296","$1,224 ","$2,812,574 ",1,Focus Features\n\n
469,469, 'The Roommate',"$2,598,005 ",328.80%,-59.60%,"2,534","$1,025 ","$20,250,906 ",8,Screen Gems\n\n
472,472, 'Sanctum',"$1,422,425 ",126.80%,-60.10%,"2,789",$510 ,"$13,795,795 ",8,Universal Pictures\n\n
475,475, 'The Rite',"$882,672 ",97.90%,-54.40%,"2,207",$399 ,"$26,488,609 ",15,Warner Bros.\n\n
476,476, 'The Mechanic',"$837,855 ",60.40%,-53.20%,"1,886",$444 ,"$23,053,587 ",15,CBS Films\n\n
483,483, 'Biutiful',"$147,590 ",138.70%,-21%,191,$772 ,"$1,830,686 ",15,Roadside Attractions\n\n
489,489, 'Cedar Rapids',"$77,789 ",-,-,15,"$5,185 ","$77,789 ",1,Fox Searchlight Pictures\n\n
490,490, 'From Prada to Nada',"$76,296 ",92.70%,-62.60%,252,$302 ,"$2,353,245 ",15,Lionsgate\n\n
504,504, 'Vidal Sassoon: The Movie',"$5,250 ",-,-,1,"$5,250 ","$5,250 ",1,Phase 4 Films\n\n
507,507, 'Waiting for Forever',"$2,566 ",112.80%,-7.90%,14,$183 ,"$16,167 ",8,Freestyle Releasing\n\n
510,510, 'Violet Tendencies',$71 ,-,-,1,$71 ,"$12,081 ",99,Embrem Entertainment\n\n
512,512, 'Limitless',"$1,225,538 ",5.90%,-23.90%,"2,805",$436 ,"$46,201,744 ",14,Relativity Media\n\n
513,513, 'Diary of a Wimpy Kid: Rodrick Rules',"$1,028,239 ",6.10%,-,"3,167",$324 ,"$28,155,346 ",7,Twentieth Century Fox\n\n
514,514, 'Sucker Punch',"$973,240 ",-3.40%,-,"3,033",$320 ,"$23,790,715 ",7,Warner Bros.\n\n
515,515, 'The Lincoln Lawyer',"$917,018 ",0.40%,-14.90%,"2,707",$338 ,"$32,587,016 ",14,Lionsgate\n\n
516,516, 'Rango',"$725,323 ",6.40%,-30.60%,"3,645",$198 ,"$109,223,302 ",28,Paramount Pictures\n\n
517,517, 'Paul',"$631,350 ",4.60%,-32.70%,"2,806",$225 ,"$27,598,885 ",14,Universal Pictures\n\n
518,518, 'Battle Los Angeles',"$589,238 ",6.90%,-41.10%,"3,118",$188 ,"$74,966,131 ",21,Sony Pictures Releasing\n\n
519,519, 'The Adjustment Bureau',"$376,410 ",10.20%,-21.20%,"2,282",$164 ,"$56,387,965 ",28,Universal Pictures\n\n
520,520, 'Red Riding Hood',"$343,182 ",5.40%,-36.90%,"2,715",$126 ,"$33,816,107 ",21,Warner Bros.\n\n
521,521, 'Mars Needs Moms',"$209,132 ",15.30%,-48.80%,"2,170",$96 ,"$20,023,746 ",21,Walt Disney Studios Motion Pictures\n\n
522,522, 'Hall Pass',"$171,367 ",4.30%,-31.70%,"1,204",$142 ,"$42,999,816 ",35,Warner Bros.\n\n
523,523, 'Beastly',"$167,561 ",6.50%,-29.10%,"1,585",$105 ,"$25,964,528 ",28,CBS Films\n\n
527,527, 'Jane Eyre',"$95,854 ",2.70%,86.70%,90,"$1,065 ","$2,264,381 ",21,Focus Features\n\n
528,528, 'Unknown',"$62,734 ",4%,-48.80%,688,$91 ,"$62,495,315 ",42,Warner Bros.\n\n
529,529, 'I Am Number Four',"$46,836 ",6.40%,-52.30%,512,$91 ,"$53,667,802 ",42,Walt Disney Studios Motion Pictures\n\n
532,532, 'Win Win',"$36,502 ",3%,145.10%,23,"$1,587 ","$809,080 ",14,Fox Searchlight Pictures\n\n
534,534, 'Big Mommas: Like Father,"$27,686 ",4.40%,-14.30%,406,$68 ,"$37,071,303 ",42,Twentieth Century Fox\n\n
539,539, 'Kill the Irishman',"$14,140 ",9.50%,14%,41,$344 ,"$597,116 ",21,Anchor Bay Films\n\n
544,544, 'Take Me Home Tonight',"$5,549 ",11.50%,-66.50%,89,$62 ,"$6,837,798 ",28,Relativity Media\n\n
548,548, 'Miral',"$5,320 ",-21.30%,-,4,"$1,330 ","$90,117 ",7,The Weinstein Company\n\n
552,552, 'Drive Angry',"$3,989 ",5.90%,-29.70%,72,$55 ,"$10,575,494 ",35,Summit Entertainment\n\n
553,553, 'The Music Never Stopped',"$3,652 ",-14.90%,-42%,33,$110 ,"$167,567 ",14,Roadside Attractions\n\n
554,554, 'Happythankyoumoreplease',"$3,016 ",17.90%,23.60%,16,$188 ,"$178,701 ",28,Anchor Bay Films\n\n
561,561, 'Super 8',"$3,478,245 ",3.20%,247.80%,"3,379","$1,029 ","$51,530,789 ",7,Paramount Pictures\n\n
562,562, 'X-Men: First Class',"$2,386,424 ",2.90%,-40.70%,"3,692",$646 ,"$108,424,562 ",14,Twentieth Century Fox\n\n
563,563, 'Kung Fu Panda 2',"$1,992,094 ",2.30%,-28.40%,"3,929",$507 ,"$134,642,797 ",22,DreamWorks\n\n
564,564, 'The Hangover Part II',"$1,722,247 ",5.50%,-39.40%,"3,675",$468 ,"$223,039,278 ",22,Warner Bros.\n\n
565,565, 'Bridesmaids',"$1,431,780 ",8.90%,-16.20%,"2,922",$490 ,"$129,352,990 ",35,Universal Pictures\n\n
566,566, 'Pirates of the Caribbean: On Stranger Tides',"$1,324,225 ",5.70%,-31.20%,"3,433",$385 ,"$214,100,253 ",28,Walt Disney Studios Motion Pictures\n\n
567,567, 'Judy Moody and the Not Bummer Summer',"$706,374 ",-4.30%,-,"2,524",$279 ,"$8,925,842 ",7,Relativity Media\n\n
568,568, 'Midnight in Paris',"$688,507 ",10.20%,113%,944,$729 ,"$16,561,814 ",28,Sony Pictures Classics\n\n
569,569, 'Thor',"$348,123 ",12.60%,-36.10%,"1,782",$195 ,"$174,966,002 ",42,Paramount Pictures\n\n
570,570, 'Fast Five',"$212,640 ",3.20%,-40.60%,"1,329",$160 ,"$205,944,720 ",49,Universal Pictures\n\n
571,571, 'Rio',"$112,580 ",-1.20%,-8.40%,527,$213 ,"$138,207,391 ",63,Twentieth Century Fox\n\n
572,572, 'The Tree of Life',"$91,355 ",5.50%,38.30%,47,"$1,943 ","$2,736,432 ",21,Fox Searchlight Pictures\n\n
573,573, 'Water for Elephants',"$75,506 ",1.20%,-25%,466,$162 ,"$56,886,992 ",56,Twentieth Century Fox\n\n
575,575, 'Something Borrowed',"$64,825 ",5.40%,-47.80%,366,$177 ,"$37,875,054 ",42,Warner Bros.\n\n
576,576, 'Jumping the Broom',"$49,178 ",9.60%,-38.10%,365,$134 ,"$36,890,307 ",42,TriStar Pictures\n\n
579,579, 'Source Code',"$28,528 ",14.70%,-17.90%,248,$115 ,"$54,267,852 ",77,Summit Entertainment\n\n
580,580, 'Beginners',"$23,670 ",-2%,58.30%,19,"$1,245 ","$554,176 ",14,Focus Features\n\n
581,581, 'Hoodwinked!2011 Re-release',"$23,410 ",9.10%,297.30%,182,$128 ,"$9,752,224 ",49,The Weinstein Company\n\n
582,582, 'Hop',"$20,900 ",15.80%,-25.80%,190,$110 ,"$108,085,305 ",77,Universal Pictures\n\n
584,584, 'Insidious',"$17,509 ",-17.40%,-12.70%,134,$130 ,"$53,309,212 ",77,FilmDistrict\n\n
585,585, 'Hanna',"$17,254 ",5.40%,-20.20%,147,$117 ,"$40,064,129 ",70,Focus Features\n\n
589,589," ""Madea's Big Happy Family""",", ",", ",", ",", ",", ",", ",", ",", "
590,590, 'Everything Must Go',"$9,357 ",16.30%,-43.50%,87,$107 ,"$2,569,737 ",35,Roadside Attractions\n\n
591,591, 'Submarine',"$8,365 ",12.90%,86.10%,17,$492 ,"$149,361 ",14,The Weinstein Company\n\n
593,593, 'The Conspirator',"$5,771 ",3.60%,-51.60%,66,$87 ,"$11,436,159 ",63,Roadside Attractions\n\n
